Time,Team,Player ID,Position X,Position Y,Ball Speed,Pass Detected
1743760750.6107647,Team 2,7,912,339,0,No Pass
1743760750.6107647,Team 2,7,906,324,0,No Pass
1743760750.6107647,Team 2,7,947,341,0,No Pass
1743760750.6107647,Team 2,7,990,346,0,No Pass
1743760750.6107647,Team 2,7,952,336,0,No Pass
1743760750.6107647,Team 2,7,960,343,0,No Pass
1743760750.6107647,Team 1,8,663,302,0,No Pass
1743760750.6107647,Team 1,8,679,309,0,No Pass
1743760750.6107647,Team 1,8,690,308,0,No Pass
1743760750.6107647,Team 1,8,696,304,0,No Pass
1743760750.6107647,Team 1,8,698,305,0,No Pass
1743760750.6107647,Team 1,8,721,305,0,No Pass
1743760750.6107647,Team 1,8,716,302,0,No Pass
1743760750.6107647,Team 1,8,742,305,0,No Pass
1743760750.6107647,Team 1,8,755,305,0,No Pass
1743760750.6107647,Team 1,9,435,208,0,No Pass
1743760750.6107647,Team 1,9,441,209,0,No Pass
1743760750.6107647,Team 1,9,448,210,0,No Pass
1743760750.6107647,Team 1,9,455,203,0,No Pass
1743760750.6107647,Team 1,9,451,211,0,No Pass
1743760750.6107647,Team 1,9,468,215,0,No Pass
1743760750.6107647,Team 1,9,495,220,0,No Pass
1743760750.6107647,Team 1,9,523,226,0,No Pass
1743760750.6107647,Team 1,9,520,220,0,No Pass
1743760750.6107647,Team 1,9,537,216,0,No Pass
1743760750.6107647,Team 1,9,538,229,0,No Pass
1743760750.6107647,Team 1,10,599,449,0,No Pass
1743760750.6107647,Team 1,10,593,451,0,No Pass
1743760750.6107647,Team 1,10,599,456,0,No Pass
1743760750.6107647,Team 1,10,602,452,0,No Pass
1743760750.6107647,Team 1,10,602,448,0,No Pass
1743760750.6107647,Team 1,10,608,428,0,No Pass
1743760750.6107647,Team 1,10,628,442,0,No Pass
1743760750.6107647,Team 1,10,653,444,0,No Pass
1743760750.6107647,Team 1,10,615,412,0,No Pass
1743760750.6107647,Team 1,10,634,415,0,No Pass
1743760750.6107647,Team 2,11,666,473,0,No Pass
1743760750.6107647,Team 2,11,668,475,0,No Pass
1743760750.6107647,Team 2,11,672,485,0,No Pass
1743760750.6107647,Team 2,11,695,484,0,No Pass
1743760750.6107647,Team 2,11,719,448,0,No Pass
1743760750.6107647,Team 2,11,679,435,0,No Pass
1743760750.6107647,Team 1,12,509,433,0,No Pass
1743760750.6107647,Team 1,12,512,433,0,No Pass
1743760750.6107647,Team 1,12,525,425,0,No Pass
1743760750.6107647,Team 1,12,540,418,0,No Pass
1743760750.6107647,Team 1,12,556,411,0,No Pass
1743760750.6107647,Team 1,13,1269,213,0,No Pass
1743760750.6107647,Team 2,14,905,317,0,No Pass
1743760750.6107647,Team 2,14,903,310,0,No Pass
1743760750.6107647,Team 2,14,924,326,0,No Pass
1743760750.6107647,Team 2,14,929,334,0,No Pass
1743760750.6107647,Team 1,15,692,137,0,No Pass
1743760750.6107647,Team 1,15,693,138,0,No Pass
1743760750.6107647,Team 1,15,699,136,0,No Pass
1743760750.6107647,Team 1,15,696,139,0,No Pass
1743760750.6107647,Team 1,15,706,137,0,No Pass
1743760750.6107647,Team 1,15,722,138,0,No Pass
1743760750.6107647,Team 1,15,741,140,0,No Pass
1743760750.6107647,Team 1,15,773,145,0,No Pass
1743760750.6107647,Team 1,15,806,150,0,No Pass
1743760750.6107647,Team 1,15,834,156,0,No Pass
1743760750.6107647,Team 2,16,316,441,0,No Pass
1743760750.6107647,Team 2,16,306,452,0,No Pass
1743760750.6107647,Team 2,16,287,459,0,No Pass
1743760750.6107647,Team 2,16,276,458,0,No Pass
1743760750.6107647,Team 2,16,252,464,0,No Pass
1743760750.6107647,Team 2,16,249,450,0,No Pass
1743760750.6107647,Team 2,16,256,468,0,No Pass
1743760750.6107647,Team 2,16,258,465,0,No Pass
1743760750.6107647,Team 2,16,265,465,0,No Pass
1743760750.6107647,Team 2,16,263,462,0,No Pass
1743760750.6107647,Team 1,17,1045,435,0,No Pass
1743760750.6107647,Team 1,17,1092,444,0,No Pass
1743760750.6107647,Team 1,17,1123,451,0,No Pass
1743760750.6107647,Team 1,18,807,492,0,No Pass
1743760750.6107647,Team 1,18,780,514,0,No Pass
1743760750.6107647,Team 1,19,763,518,0,No Pass
1743760750.6107647,Team 2,20,1031,350,0,No Pass
1743760750.6107647,Team 2,20,1066,354,0,No Pass
1743760750.6107647,Team 2,21,854,491,0,No Pass
1743760750.6107647,Team 2,22,53,139,0,No Pass
1743760750.7807589,Team 1,1,916,408,0,No Pass
1743760750.7807589,Team 1,1,927,407,0,No Pass
1743760750.7807589,Team 1,1,943,413,0,No Pass
1743760750.7807589,Team 1,1,962,417,0,No Pass
1743760750.7807589,Team 1,1,994,421,0,No Pass
1743760750.7807589,Team 1,2,102,326,0,No Pass
1743760750.7807589,Team 1,2,100,325,0,No Pass
1743760750.7807589,Team 1,2,90,324,0,No Pass
1743760750.7807589,Team 1,2,93,332,0,No Pass
1743760750.7807589,Team 1,2,107,327,0,No Pass
1743760750.7807589,Team 1,2,124,325,0,No Pass
1743760750.7807589,Team 1,2,163,324,0,No Pass
1743760750.7807589,Team 1,2,185,328,0,No Pass
1743760750.7807589,Team 1,2,205,329,0,No Pass
1743760750.7807589,Team 1,3,1201,438,0,No Pass
1743760750.7807589,Team 1,3,1211,438,0,No Pass
1743760750.7807589,Team 1,3,1227,438,0,No Pass
1743760750.7807589,Team 1,3,1246,438,0,No Pass
1743760750.7807589,Team 1,3,1263,443,0,No Pass
1743760750.7807589,Team 1,4,713,506,0,No Pass
1743760750.7807589,Team 1,4,722,509,0,No Pass
1743760750.7807589,Team 1,4,733,517,0,No Pass
1743760750.7807589,Team 1,4,737,514,0,No Pass
1743760750.7807589,Team 1,4,731,502,0,No Pass
1743760750.7807589,Team 1,4,733,517,0,No Pass
1743760750.7807589,Team 1,4,755,511,0,No Pass
1743760750.7807589,Team 1,4,762,462,0,No Pass
1743760750.7807589,Team 1,5,380,545,0,No Pass
1743760750.7807589,Team 1,5,378,544,0,No Pass
1743760750.7807589,Team 1,5,370,540,0,No Pass
1743760750.7807589,Team 1,5,358,539,0,No Pass
1743760750.7807589,Team 1,5,361,527,0,No Pass
1743760750.7807589,Team 1,5,381,522,0,No Pass
1743760750.7807589,Team 1,5,390,519,0,No Pass
1743760750.7807589,Team 1,5,399,504,0,No Pass
1743760750.7807589,Team 1,5,414,504,0,No Pass
1743760750.7807589,Team 2,6,525,287,0,No Pass
1743760750.7807589,Team 2,6,520,285,0,No Pass
1743760750.7807589,Team 2,6,511,285,0,No Pass
1743760750.7807589,Team 2,6,506,286,0,No Pass
1743760750.7807589,Team 2,6,505,281,0,No Pass
1743760750.7807589,Team 2,6,514,280,0,No Pass
1743760750.7807589,Team 2,6,532,279,0,No Pass
1743760750.7807589,Team 2,6,558,276,0,No Pass
1743760750.7807589,Team 2,6,572,281,0,No Pass
1743760750.7807589,Team 2,6,590,278,0,No Pass
1743760750.7807589,Team 2,7,862,344,0,No Pass
1743760750.7807589,Team 2,7,879,343,0,No Pass
1743760750.7807589,Team 2,7,903,316,0,No Pass
1743760750.7807589,Team 2,7,876,339,0,No Pass
1743760750.7807589,Team 2,7,906,326,0,No Pass
1743760750.7807589,Team 2,7,900,334,0,No Pass
1743760750.7807589,Team 2,7,912,339,0,No Pass
1743760750.7807589,Team 2,7,906,324,0,No Pass
1743760750.7807589,Team 2,7,947,341,0,No Pass
1743760750.7807589,Team 2,7,990,346,0,No Pass
1743760750.7807589,Team 2,7,952,336,0,No Pass
1743760750.7807589,Team 2,7,960,343,0,No Pass
1743760750.7807589,Team 2,7,980,352,0,No Pass
1743760750.7807589,Team 2,7,966,349,0,No Pass
1743760750.7807589,Team 1,8,663,302,0,No Pass
1743760750.7807589,Team 1,8,679,309,0,No Pass
1743760750.7807589,Team 1,8,690,308,0,No Pass
1743760750.7807589,Team 1,8,696,304,0,No Pass
1743760750.7807589,Team 1,8,698,305,0,No Pass
1743760750.7807589,Team 1,8,721,305,0,No Pass
1743760750.7807589,Team 1,8,716,302,0,No Pass
1743760750.7807589,Team 1,8,742,305,0,No Pass
1743760750.7807589,Team 1,8,755,305,0,No Pass
1743760750.7807589,Team 1,8,775,308,0,No Pass
1743760750.7807589,Team 2,9,435,208,0,No Pass
1743760750.7807589,Team 2,9,441,209,0,No Pass
1743760750.7807589,Team 2,9,448,210,0,No Pass
1743760750.7807589,Team 2,9,455,203,0,No Pass
1743760750.7807589,Team 2,9,451,211,0,No Pass
1743760750.7807589,Team 2,9,468,215,0,No Pass
1743760750.7807589,Team 2,9,495,220,0,No Pass
1743760750.7807589,Team 2,9,523,226,0,No Pass
1743760750.7807589,Team 2,9,520,220,0,No Pass
1743760750.7807589,Team 2,9,537,216,0,No Pass
1743760750.7807589,Team 2,9,538,229,0,No Pass
1743760750.7807589,Team 2,9,556,238,0,No Pass
1743760750.7807589,Team 1,10,599,449,0,No Pass
1743760750.7807589,Team 1,10,593,451,0,No Pass
1743760750.7807589,Team 1,10,599,456,0,No Pass
1743760750.7807589,Team 1,10,602,452,0,No Pass
1743760750.7807589,Team 1,10,602,448,0,No Pass
1743760750.7807589,Team 1,10,608,428,0,No Pass
1743760750.7807589,Team 1,10,628,442,0,No Pass
1743760750.7807589,Team 1,10,653,444,0,No Pass
1743760750.7807589,Team 1,10,615,412,0,No Pass
1743760750.7807589,Team 1,10,634,415,0,No Pass
1743760750.7807589,Team 1,10,665,411,0,No Pass
1743760750.7807589,Team 2,11,666,473,0,No Pass
1743760750.7807589,Team 2,11,668,475,0,No Pass
1743760750.7807589,Team 2,11,672,485,0,No Pass
1743760750.7807589,Team 2,11,695,484,0,No Pass
1743760750.7807589,Team 2,11,719,448,0,No Pass
1743760750.7807589,Team 2,11,679,435,0,No Pass
1743760750.7807589,Team 2,11,703,437,0,No Pass
1743760750.7807589,Team 1,12,509,433,0,No Pass
1743760750.7807589,Team 1,12,512,433,0,No Pass
1743760750.7807589,Team 1,12,525,425,0,No Pass
1743760750.7807589,Team 1,12,540,418,0,No Pass
1743760750.7807589,Team 1,12,556,411,0,No Pass
1743760750.7807589,Team 1,13,1269,213,0,No Pass
1743760750.7807589,Team 2,14,905,317,0,No Pass
1743760750.7807589,Team 2,14,903,310,0,No Pass
1743760750.7807589,Team 2,14,924,326,0,No Pass
1743760750.7807589,Team 2,14,929,334,0,No Pass
1743760750.7807589,Team 1,15,692,137,0,No Pass
1743760750.7807589,Team 1,15,693,138,0,No Pass
1743760750.7807589,Team 1,15,699,136,0,No Pass
1743760750.7807589,Team 1,15,696,139,0,No Pass
1743760750.7807589,Team 1,15,706,137,0,No Pass
1743760750.7807589,Team 1,15,722,138,0,No Pass
1743760750.7807589,Team 1,15,741,140,0,No Pass
1743760750.7807589,Team 1,15,773,145,0,No Pass
1743760750.7807589,Team 1,15,806,150,0,No Pass
1743760750.7807589,Team 1,15,834,156,0,No Pass
1743760750.7807589,Team 1,15,857,163,0,No Pass
1743760750.7807589,Team 2,16,316,441,0,No Pass
1743760750.7807589,Team 2,16,306,452,0,No Pass
1743760750.7807589,Team 2,16,287,459,0,No Pass
1743760750.7807589,Team 2,16,276,458,0,No Pass
1743760750.7807589,Team 2,16,252,464,0,No Pass
1743760750.7807589,Team 2,16,249,450,0,No Pass
1743760750.7807589,Team 2,16,256,468,0,No Pass
1743760750.7807589,Team 2,16,258,465,0,No Pass
1743760750.7807589,Team 2,16,265,465,0,No Pass
1743760750.7807589,Team 2,16,263,462,0,No Pass
1743760750.7807589,Team 2,16,264,458,0,No Pass
1743760750.7807589,Team 1,17,1045,435,0,No Pass
1743760750.7807589,Team 1,17,1092,444,0,No Pass
1743760750.7807589,Team 1,17,1123,451,0,No Pass
1743760750.7807589,Team 1,17,1156,459,0,No Pass
1743760750.7807589,Team 1,18,807,492,0,No Pass
1743760750.7807589,Team 1,18,780,514,0,No Pass
1743760750.7807589,Team 1,18,775,521,0,No Pass
1743760750.7807589,Team 1,19,763,518,0,No Pass
1743760750.7807589,Team 2,20,1031,350,0,No Pass
1743760750.7807589,Team 2,20,1066,354,0,No Pass
1743760750.7807589,Team 2,20,1105,358,0,No Pass
1743760750.7807589,Team 2,21,854,491,0,No Pass
1743760750.7807589,Team 2,21,898,502,0,No Pass
1743760750.7807589,Team 2,22,53,139,0,No Pass
1743760750.7807589,Team 2,22,93,147,0,No Pass
1743760750.9517665,Team 1,1,916,408,0,No Pass
1743760750.9517665,Team 1,1,927,407,0,No Pass
1743760750.9517665,Team 1,1,943,413,0,No Pass
1743760750.9517665,Team 1,1,962,417,0,No Pass
1743760750.9517665,Team 1,1,994,421,0,No Pass
1743760750.9517665,Team 1,2,102,326,0,No Pass
1743760750.9517665,Team 1,2,100,325,0,No Pass
1743760750.9517665,Team 1,2,90,324,0,No Pass
1743760750.9517665,Team 1,2,93,332,0,No Pass
1743760750.9517665,Team 1,2,107,327,0,No Pass
1743760750.9517665,Team 1,2,124,325,0,No Pass
1743760750.9517665,Team 1,2,163,324,0,No Pass
1743760750.9517665,Team 1,2,185,328,0,No Pass
1743760750.9517665,Team 1,2,205,329,0,No Pass
1743760750.9517665,Team 1,2,239,332,0,No Pass
1743760750.9517665,Team 1,3,1201,438,0,No Pass
1743760750.9517665,Team 1,3,1211,438,0,No Pass
1743760750.9517665,Team 1,3,1227,438,0,No Pass
1743760750.9517665,Team 1,3,1246,438,0,No Pass
1743760750.9517665,Team 1,3,1263,443,0,No Pass
1743760750.9517665,Team 2,4,713,506,0,No Pass
1743760750.9517665,Team 2,4,722,509,0,No Pass
1743760750.9517665,Team 2,4,733,517,0,No Pass
1743760750.9517665,Team 2,4,737,514,0,No Pass
1743760750.9517665,Team 2,4,731,502,0,No Pass
1743760750.9517665,Team 2,4,733,517,0,No Pass
1743760750.9517665,Team 2,4,755,511,0,No Pass
1743760750.9517665,Team 2,4,762,462,0,No Pass
1743760750.9517665,Team 2,4,729,432,0,No Pass
1743760750.9517665,Team 1,5,380,545,0,No Pass
1743760750.9517665,Team 1,5,378,544,0,No Pass
1743760750.9517665,Team 1,5,370,540,0,No Pass
1743760750.9517665,Team 1,5,358,539,0,No Pass
1743760750.9517665,Team 1,5,361,527,0,No Pass
1743760750.9517665,Team 1,5,381,522,0,No Pass
1743760750.9517665,Team 1,5,390,519,0,No Pass
1743760750.9517665,Team 1,5,399,504,0,No Pass
1743760750.9517665,Team 1,5,414,504,0,No Pass
1743760750.9517665,Team 1,5,416,501,0,No Pass
1743760750.9517665,Team 2,6,525,287,0,No Pass
1743760750.9517665,Team 2,6,520,285,0,No Pass
1743760750.9517665,Team 2,6,511,285,0,No Pass
1743760750.9517665,Team 2,6,506,286,0,No Pass
1743760750.9517665,Team 2,6,505,281,0,No Pass
1743760750.9517665,Team 2,6,514,280,0,No Pass
1743760750.9517665,Team 2,6,532,279,0,No Pass
1743760750.9517665,Team 2,6,558,276,0,No Pass
1743760750.9517665,Team 2,6,572,281,0,No Pass
1743760750.9517665,Team 2,6,590,278,0,No Pass
1743760750.9517665,Team 2,6,610,290,0,No Pass
1743760750.9517665,Team 2,7,862,344,0,No Pass
1743760750.9517665,Team 2,7,879,343,0,No Pass
1743760750.9517665,Team 2,7,903,316,0,No Pass
1743760750.9517665,Team 2,7,876,339,0,No Pass
1743760750.9517665,Team 2,7,906,326,0,No Pass
1743760750.9517665,Team 2,7,900,334,0,No Pass
1743760750.9517665,Team 2,7,912,339,0,No Pass
1743760750.9517665,Team 2,7,906,324,0,No Pass
1743760750.9517665,Team 2,7,947,341,0,No Pass
1743760750.9517665,Team 2,7,990,346,0,No Pass
1743760750.9517665,Team 2,7,952,336,0,No Pass
1743760750.9517665,Team 2,7,960,343,0,No Pass
1743760750.9517665,Team 2,7,980,352,0,No Pass
1743760750.9517665,Team 2,7,966,349,0,No Pass
1743760750.9517665,Team 2,7,987,369,0,No Pass
1743760750.9517665,Team 1,8,663,302,0,No Pass
1743760750.9517665,Team 1,8,679,309,0,No Pass
1743760750.9517665,Team 1,8,690,308,0,No Pass
1743760750.9517665,Team 1,8,696,304,0,No Pass
1743760750.9517665,Team 1,8,698,305,0,No Pass
1743760750.9517665,Team 1,8,721,305,0,No Pass
1743760750.9517665,Team 1,8,716,302,0,No Pass
1743760750.9517665,Team 1,8,742,305,0,No Pass
1743760750.9517665,Team 1,8,755,305,0,No Pass
1743760750.9517665,Team 1,8,775,308,0,No Pass
1743760750.9517665,Team 1,8,787,317,0,No Pass
1743760750.9517665,Team 2,9,435,208,0,No Pass
1743760750.9517665,Team 2,9,441,209,0,No Pass
1743760750.9517665,Team 2,9,448,210,0,No Pass
1743760750.9517665,Team 2,9,455,203,0,No Pass
1743760750.9517665,Team 2,9,451,211,0,No Pass
1743760750.9517665,Team 2,9,468,215,0,No Pass
1743760750.9517665,Team 2,9,495,220,0,No Pass
1743760750.9517665,Team 2,9,523,226,0,No Pass
1743760750.9517665,Team 2,9,520,220,0,No Pass
1743760750.9517665,Team 2,9,537,216,0,No Pass
1743760750.9517665,Team 2,9,538,229,0,No Pass
1743760750.9517665,Team 2,9,556,238,0,No Pass
1743760750.9517665,Team 2,9,579,243,0,No Pass
1743760750.9517665,Team 2,9,576,236,0,No Pass
1743760750.9517665,Team 1,10,599,449,0,No Pass
1743760750.9517665,Team 1,10,593,451,0,No Pass
1743760750.9517665,Team 1,10,599,456,0,No Pass
1743760750.9517665,Team 1,10,602,452,0,No Pass
1743760750.9517665,Team 1,10,602,448,0,No Pass
1743760750.9517665,Team 1,10,608,428,0,No Pass
1743760750.9517665,Team 1,10,628,442,0,No Pass
1743760750.9517665,Team 1,10,653,444,0,No Pass
1743760750.9517665,Team 1,10,615,412,0,No Pass
1743760750.9517665,Team 1,10,634,415,0,No Pass
1743760750.9517665,Team 1,10,665,411,0,No Pass
1743760750.9517665,Team 1,10,689,419,0,No Pass
1743760750.9517665,Team 2,11,666,473,0,No Pass
1743760750.9517665,Team 2,11,668,475,0,No Pass
1743760750.9517665,Team 2,11,672,485,0,No Pass
1743760750.9517665,Team 2,11,695,484,0,No Pass
1743760750.9517665,Team 2,11,719,448,0,No Pass
1743760750.9517665,Team 2,11,679,435,0,No Pass
1743760750.9517665,Team 2,11,703,437,0,No Pass
1743760750.9517665,Team 1,12,509,433,0,No Pass
1743760750.9517665,Team 1,12,512,433,0,No Pass
1743760750.9517665,Team 1,12,525,425,0,No Pass
1743760750.9517665,Team 1,12,540,418,0,No Pass
1743760750.9517665,Team 1,12,556,411,0,No Pass
1743760750.9517665,Team 1,13,1269,213,0,No Pass
1743760750.9517665,Team 2,14,905,317,0,No Pass
1743760750.9517665,Team 2,14,903,310,0,No Pass
1743760750.9517665,Team 2,14,924,326,0,No Pass
1743760750.9517665,Team 2,14,929,334,0,No Pass
1743760750.9517665,Team 1,15,692,137,0,No Pass
1743760750.9517665,Team 1,15,693,138,0,No Pass
1743760750.9517665,Team 1,15,699,136,0,No Pass
1743760750.9517665,Team 1,15,696,139,0,No Pass
1743760750.9517665,Team 1,15,706,137,0,No Pass
1743760750.9517665,Team 1,15,722,138,0,No Pass
1743760750.9517665,Team 1,15,741,140,0,No Pass
1743760750.9517665,Team 1,15,773,145,0,No Pass
1743760750.9517665,Team 1,15,806,150,0,No Pass
1743760750.9517665,Team 1,15,834,156,0,No Pass
1743760750.9517665,Team 1,15,857,163,0,No Pass
1743760750.9517665,Team 1,15,877,173,0,No Pass
1743760750.9517665,Team 2,16,316,441,0,No Pass
1743760750.9517665,Team 2,16,306,452,0,No Pass
1743760750.9517665,Team 2,16,287,459,0,No Pass
1743760750.9517665,Team 2,16,276,458,0,No Pass
1743760750.9517665,Team 2,16,252,464,0,No Pass
1743760750.9517665,Team 2,16,249,450,0,No Pass
1743760750.9517665,Team 2,16,256,468,0,No Pass
1743760750.9517665,Team 2,16,258,465,0,No Pass
1743760750.9517665,Team 2,16,265,465,0,No Pass
1743760750.9517665,Team 2,16,263,462,0,No Pass
1743760750.9517665,Team 2,16,264,458,0,No Pass
1743760750.9517665,Team 2,16,268,460,0,No Pass
1743760750.9517665,Team 1,17,1045,435,0,No Pass
1743760750.9517665,Team 1,17,1092,444,0,No Pass
1743760750.9517665,Team 1,17,1123,451,0,No Pass
1743760750.9517665,Team 1,17,1156,459,0,No Pass
1743760750.9517665,Team 1,17,1189,472,0,No Pass
1743760750.9517665,Team 1,18,807,492,0,No Pass
1743760750.9517665,Team 1,18,780,514,0,No Pass
1743760750.9517665,Team 1,18,775,521,0,No Pass
1743760750.9517665,Team 1,18,793,515,0,No Pass
1743760750.9517665,Team 1,19,763,518,0,No Pass
1743760750.9517665,Team 2,20,1031,350,0,No Pass
1743760750.9517665,Team 2,20,1066,354,0,No Pass
1743760750.9517665,Team 2,20,1105,358,0,No Pass
1743760750.9517665,Team 2,20,1150,367,0,No Pass
1743760750.9517665,Team 2,21,854,491,0,No Pass
1743760750.9517665,Team 2,21,898,502,0,No Pass
1743760750.9517665,Team 2,21,943,512,0,No Pass
1743760750.9517665,Team 2,22,53,139,0,No Pass
1743760750.9517665,Team 2,22,93,147,0,No Pass
1743760750.9517665,Team 2,22,138,154,0,No Pass
1743760751.1190357,Team 2,1,916,408,0,No Pass
1743760751.1190357,Team 2,1,927,407,0,No Pass
1743760751.1190357,Team 2,1,943,413,0,No Pass
1743760751.1190357,Team 2,1,962,417,0,No Pass
1743760751.1190357,Team 2,1,994,421,0,No Pass
1743760751.1190357,Team 2,1,1007,380,0,No Pass
1743760751.1190357,Team 1,2,102,326,0,No Pass
1743760751.1190357,Team 1,2,100,325,0,No Pass
1743760751.1190357,Team 1,2,90,324,0,No Pass
1743760751.1190357,Team 1,2,93,332,0,No Pass
1743760751.1190357,Team 1,2,107,327,0,No Pass
1743760751.1190357,Team 1,2,124,325,0,No Pass
1743760751.1190357,Team 1,2,163,324,0,No Pass
1743760751.1190357,Team 1,2,185,328,0,No Pass
1743760751.1190357,Team 1,2,205,329,0,No Pass
1743760751.1190357,Team 1,2,239,332,0,No Pass
1743760751.1190357,Team 1,2,273,333,0,No Pass
1743760751.1190357,Team 1,2,266,329,0,No Pass
1743760751.1190357,Team 1,3,1201,438,0,No Pass
1743760751.1190357,Team 1,3,1211,438,0,No Pass
1743760751.1190357,Team 1,3,1227,438,0,No Pass
1743760751.1190357,Team 1,3,1246,438,0,No Pass
1743760751.1190357,Team 1,3,1263,443,0,No Pass
1743760751.1190357,Team 1,4,713,506,0,No Pass
1743760751.1190357,Team 1,4,722,509,0,No Pass
1743760751.1190357,Team 1,4,733,517,0,No Pass
1743760751.1190357,Team 1,4,737,514,0,No Pass
1743760751.1190357,Team 1,4,731,502,0,No Pass
1743760751.1190357,Team 1,4,733,517,0,No Pass
1743760751.1190357,Team 1,4,755,511,0,No Pass
1743760751.1190357,Team 1,4,762,462,0,No Pass
1743760751.1190357,Team 1,4,729,432,0,No Pass
1743760751.1190357,Team 1,4,717,416,0,No Pass
1743760751.1190357,Team 1,5,380,545,0,No Pass
1743760751.1190357,Team 1,5,378,544,0,No Pass
1743760751.1190357,Team 1,5,370,540,0,No Pass
1743760751.1190357,Team 1,5,358,539,0,No Pass
1743760751.1190357,Team 1,5,361,527,0,No Pass
1743760751.1190357,Team 1,5,381,522,0,No Pass
1743760751.1190357,Team 1,5,390,519,0,No Pass
1743760751.1190357,Team 1,5,399,504,0,No Pass
1743760751.1190357,Team 1,5,414,504,0,No Pass
1743760751.1190357,Team 1,5,416,501,0,No Pass
1743760751.1190357,Team 1,5,431,492,0,No Pass
1743760751.1190357,Team 2,6,525,287,0,No Pass
1743760751.1190357,Team 2,6,520,285,0,No Pass
1743760751.1190357,Team 2,6,511,285,0,No Pass
1743760751.1190357,Team 2,6,506,286,0,No Pass
1743760751.1190357,Team 2,6,505,281,0,No Pass
1743760751.1190357,Team 2,6,514,280,0,No Pass
1743760751.1190357,Team 2,6,532,279,0,No Pass
1743760751.1190357,Team 2,6,558,276,0,No Pass
1743760751.1190357,Team 2,6,572,281,0,No Pass
1743760751.1190357,Team 2,6,590,278,0,No Pass
1743760751.1190357,Team 2,6,610,290,0,No Pass
1743760751.1190357,Team 2,6,632,290,0,No Pass
1743760751.1190357,Team 2,7,862,344,0,No Pass
1743760751.1190357,Team 2,7,879,343,0,No Pass
1743760751.1190357,Team 2,7,903,316,0,No Pass
1743760751.1190357,Team 2,7,876,339,0,No Pass
1743760751.1190357,Team 2,7,906,326,0,No Pass
1743760751.1190357,Team 2,7,900,334,0,No Pass
